emp_id,item_code,sales_year,sales_week,quantity
EMP244,PROD_001,2019,W33,19
EMP244,PROD_001,2019,W34,46
EMP244,PROD_001,2019,W35,31
EMP244,PROD_001,2019,W36,33
EMP244,PROD_001,2019,W37,29
EMP244,PROD_001,2019,W38,36
EMP244,PROD_001,2019,W39,34
EMP244,PROD_001,2019,W40,25
EMP244,PROD_001,2019,W41,27
EMP244,PROD_001,2019,W42,52
EMP244,PROD_001,2019,W43,36
EMP244,PROD_001,2019,W44,43
EMP244,PROD_001,2019,W45,31
EMP244,PROD_001,2019,W46,37
EMP244,PROD_001,2019,W47,38
EMP244,PROD_001,2019,W48,42
EMP244,PROD_001,2019,W49,28
EMP244,PROD_001,2019,W50,28
EMP244,PROD_001,2019,W51,26
EMP244,PROD_002,2020,W0,36
EMP244,PROD_002,2020,W1,42
EMP244,PROD_002,2020,W2,27
EMP244,PROD_002,2020,W3,33
EMP244,PROD_002,2020,W4,40
EMP244,PROD_002,2020,W5,48
EMP244,PROD_002,2020,W6,38
EMP244,PROD_002,2020,W7,39
EMP244,PROD_002,2020,W8,41
EMP244,PROD_002,2020,W9,39
EMP244,PROD_002,2020,W10,44
EMP244,PROD_002,2020,W11,35
EMP244,PROD_002,2020,W12,53
EMP244,PROD_002,2020,W13,52
EMP244,PROD_002,2020,W14,43
EMP244,PROD_002,2020,W15,45
EMP244,PROD_002,2020,W16,41
EMP244,PROD_002,2020,W17,42
EMP244,PROD_002,2020,W18,43
EMP244,PROD_002,2020,W19,26
EMP244,PROD_002,2020,W20,35
EMP244,PROD_002,2020,W21,29
EMP244,PROD_002,2020,W22,48
EMP244,PROD_002,2020,W23,24
EMP244,PROD_002,2020,W24,33
EMP244,PROD_002,2020,W25,34
EMP244,PROD_002,2020,W26,23
EMP244,PROD_002,2020,W27,24
EMP244,PROD_002,2020,W28,26
EMP244,PROD_002,2020,W29,28
EMP244,PROD_002,2020,W30,32
EMP244,PROD_002,2020,W31,34
EMP244,PROD_002,2020,W32,38
EMP244,PROD_002,2020,W33,40
EMP244,PROD_002,2020,W34,32
EMP244,PROD_002,2020,W35,31
EMP244,PROD_002,2020,W36,50
EMP244,PROD_002,2020,W37,36
EMP244,PROD_002,2020,W38,43
EMP244,PROD_002,2020,W39,42
EMP244,PROD_002,2020,W40,32
EMP244,PROD_002,2020,W41,32
EMP244,PROD_002,2020,W42,38
EMP244,PROD_002,2020,W43,36
EMP244,PROD_002,2020,W44,39
EMP244,PROD_002,2020,W45,32
EMP244,PROD_002,2020,W46,31
EMP244,PROD_002,2020,W47,39
EMP244,PROD_002,2020,W48,23
EMP244,PROD_002,2020,W49,40
EMP244,PROD_002,2020,W50,32
EMP244,PROD_002,2020,W51,14
EMP244,PROD_002,2019,W0,41
EMP244,PROD_002,2019,W1,27
EMP244,PROD_002,2019,W2,27
EMP244,PROD_002,2019,W3,51
EMP244,PROD_002,2019,W4,37
EMP244,PROD_002,2019,W5,38
EMP244,PROD_002,2019,W6,48
EMP244,PROD_002,2019,W7,40
EMP244,PROD_002,2019,W8,39
EMP244,PROD_002,2019,W9,40
EMP244,PROD_002,2019,W10,47
EMP244,PROD_002,2019,W11,31
EMP244,PROD_002,2019,W12,48
EMP244,PROD_002,2019,W13,43
EMP244,PROD_002,2019,W14,37
EMP244,PROD_002,2019,W15,45
EMP244,PROD_002,2019,W16,47
EMP244,PROD_002,2019,W17,39
EMP244,PROD_002,2019,W18,50
EMP244,PROD_002,2019,W19,38
EMP244,PROD_002,2019,W20,38
EMP244,PROD_002,2019,W21,44
EMP244,PROD_002,2019,W22,33
EMP244,PROD_002,2019,W23,27
EMP244,PROD_002,2019,W24,39
EMP244,PROD_002,2019,W25,23
EMP244,PROD_002,2019,W26,22
EMP244,PROD_002,2019,W27,29
EMP244,PROD_002,2019,W28,24
EMP244,PROD_002,2019,W29,36
EMP244,PROD_002,2019,W30,33
EMP244,PROD_002,2019,W31,33
EMP244,PROD_002,2019,W32,32
EMP244,PROD_002,2019,W33,38
EMP244,PROD_002,2019,W34,32
EMP244,PROD_002,2019,W35,30
EMP244,PROD_002,2019,W36,32
EMP244,PROD_002,2019,W37,34
EMP244,PROD_002,2019,W38,41
EMP244,PROD_002,2019,W39,47
EMP244,PROD_002,2019,W40,28
EMP244,PROD_002,2019,W41,26
EMP244,PROD_002,2019,W42,23
EMP244,PROD_002,2019,W43,38
EMP244,PROD_002,2019,W44,36
EMP244,PROD_002,2019,W45,40
EMP244,PROD_002,2019,W46,44
EMP244,PROD_002,2019,W47,39
EMP244,PROD_002,2019,W48,37
EMP244,PROD_002,2019,W49,24
EMP244,PROD_002,2019,W50,27
EMP244,PROD_002,2019,W51,22
EMP267,PROD_003,2020,W0,32
EMP267,PROD_003,2020,W1,41
EMP267,PROD_003,2020,W2,50
EMP267,PROD_003,2020,W3,35
EMP267,PROD_003,2020,W4,36
EMP267,PROD_003,2020,W5,35
EMP267,PROD_003,2020,W6,41
EMP267,PROD_003,2020,W7,33
EMP267,PROD_003,2020,W8,32
EMP267,PROD_003,2020,W9,34
EMP267,PROD_003,2020,W10,38
EMP267,PROD_003,2020,W11,29
EMP267,PROD_003,2020,W12,42
EMP267,PROD_003,2020,W13,52
EMP267,PROD_003,2020,W14,57
EMP267,PROD_003,2020,W15,31
EMP267,PROD_003,2020,W16,34
EMP267,PROD_003,2020,W17,24
EMP267,PROD_003,2020,W18,30
EMP267,PROD_003,2020,W19,38
EMP267,PROD_003,2020,W20,42
EMP267,PROD_003,2020,W21,39
EMP267,PROD_003,2020,W22,50
EMP267,PROD_003,2020,W23,30
EMP267,PROD_003,2020,W24,26
EMP267,PROD_003,2020,W25,36
EMP267,PROD_003,2020,W26,37
EMP267,PROD_003,2020,W27,25
EMP267,PROD_003,2020,W28,31
EMP267,PROD_003,2020,W29,22
EMP267,PROD_003,2020,W30,19
EMP267,PROD_003,2020,W31,40
EMP267,PROD_003,2020,W32,43
EMP267,PROD_003,2020,W33,19
EMP267,PROD_003,2020,W34,33
EMP267,PROD_003,2020,W35,38
EMP267,PROD_003,2020,W36,55
EMP267,PROD_003,2020,W37,33
EMP267,PROD_003,2020,W38,43
EMP267,PROD_003,2020,W39,39
EMP267,PROD_003,2020,W40,29
EMP267,PROD_003,2020,W41,45
EMP267,PROD_003,2020,W42,25
EMP267,PROD_003,2020,W43,32
EMP267,PROD_003,2020,W44,37
EMP267,PROD_003,2020,W45,33
EMP267,PROD_003,2020,W46,35
EMP267,PROD_003,2020,W47,31
EMP267,PROD_003,2020,W48,45
EMP267,PROD_003,2020,W49,32
EMP267,PROD_003,2020,W50,27
EMP267,PROD_003,2020,W51,26
EMP267,PROD_003,2019,W0,21
EMP267,PROD_003,2019,W1,36
EMP267,PROD_003,2019,W2,44
EMP267,PROD_003,2019,W3,47
EMP267,PROD_003,2019,W4,26
EMP267,PROD_003,2019,W5,33
EMP267,PROD_003,2019,W6,30
EMP267,PROD_003,2019,W7,27
EMP267,PROD_003,2019,W8,37
EMP267,PROD_003,2019,W9,34
EMP267,PROD_003,2019,W10,41
EMP267,PROD_003,2019,W11,45
EMP267,PROD_003,2019,W12,41
EMP267,PROD_003,2019,W13,36
EMP267,PROD_003,2019,W14,37
EMP267,PROD_003,2019,W15,43
EMP267,PROD_003,2019,W16,44
EMP267,PROD_003,2019,W17,44
EMP267,PROD_003,2019,W18,35
EMP267,PROD_003,2019,W19,33
EMP267,PROD_003,2019,W20,52
EMP267,PROD_003,2019,W21,40
EMP267,PROD_003,2019,W22,48
EMP267,PROD_003,2019,W23,30
EMP267,PROD_003,2019,W24,36
EMP267,PROD_003,2019,W25,23
EMP267,PROD_003,2019,W26,28
EMP267,PROD_003,2019,W27,22
EMP267,PROD_003,2019,W28,39
EMP267,PROD_003,2019,W29,35
EMP267,PROD_003,2019,W30,17
EMP267,PROD_003,2019,W31,40
EMP267,PROD_003,2019,W32,43
EMP267,PROD_003,2019,W33,36
EMP267,PROD_003,2019,W34,37
EMP267,PROD_003,2019,W35,46
EMP267,PROD_003,2019,W36,30
EMP267,PROD_003,2019,W37,35
EMP267,PROD_003,2019,W38,39
EMP267,PROD_003,2019,W39,38
EMP267,PROD_003,2019,W40,36
EMP267,PROD_003,2019,W41,28
EMP267,PROD_003,2019,W42,29
EMP267,PROD_003,2019,W43,29
EMP267,PROD_003,2019,W44,35
EMP267,PROD_003,2019,W45,41
EMP267,PROD_003,2019,W46,30
EMP267,PROD_003,2019,W47,31
EMP267,PROD_003,2019,W48,35
EMP267,PROD_003,2019,W49,38
EMP267,PROD_003,2019,W50,30
EMP267,PROD_003,2019,W51,22
EMP267,PROD_001,2020,W0,34
EMP267,PROD_001,2020,W1,37
EMP267,PROD_001,2020,W2,26
EMP267,PROD_001,2020,W3,27
EMP267,PROD_001,2020,W4,49
EMP267,PROD_001,2020,W5,48
EMP267,PROD_001,2020,W6,36
EMP267,PROD_001,2020,W7,34
EMP267,PROD_001,2020,W8,28
EMP267,PROD_001,2020,W9,41
EMP267,PROD_001,2020,W10,41
EMP267,PROD_001,2020,W11,35
EMP267,PROD_001,2020,W12,29
EMP267,PROD_001,2020,W13,42
EMP267,PROD_001,2020,W14,41
EMP267,PROD_001,2020,W15,31
EMP267,PROD_001,2020,W16,38
EMP267,PROD_001,2020,W17,27
EMP267,PROD_001,2020,W18,36
EMP267,PROD_001,2020,W19,36
EMP267,PROD_001,2020,W20,39
EMP267,PROD_001,2020,W21,42
EMP267,PROD_001,2020,W22,35
EMP267,PROD_001,2020,W23,38
EMP267,PROD_001,2020,W24,35
EMP267,PROD_001,2020,W25,24
EMP267,PROD_001,2020,W26,32
EMP267,PROD_001,2020,W27,32
EMP267,PROD_001,2020,W28,41
EMP267,PROD_001,2020,W29,33
EMP267,PROD_001,2020,W30,32
EMP267,PROD_001,2020,W31,29
EMP267,PROD_001,2020,W32,45
EMP267,PROD_001,2020,W33,26
EMP267,PROD_001,2020,W34,26
EMP267,PROD_001,2020,W35,35
EMP267,PROD_001,2020,W36,34
EMP267,PROD_001,2020,W37,40
EMP267,PROD_001,2020,W38,33
EMP267,PROD_001,2020,W39,42
EMP267,PROD_001,2020,W40,35
EMP267,PROD_001,2020,W41,37
EMP267,PROD_001,2020,W42,43
EMP267,PROD_001,2020,W43,33
EMP267,PROD_001,2020,W44,28
EMP267,PROD_001,2020,W45,25
EMP267,PROD_001,2020,W46,31
EMP267,PROD_001,2020,W47,44
EMP267,PROD_001,2020,W48,24
EMP267,PROD_001,2020,W49,25
EMP267,PROD_001,2020,W50,43
EMP267,PROD_001,2020,W51,28
EMP267,PROD_001,2019,W0,32
EMP267,PROD_001,2019,W1,48
EMP267,PROD_001,2019,W2,44
EMP267,PROD_001,2019,W3,40
EMP267,PROD_001,2019,W4,31
EMP267,PROD_001,2019,W5,40
EMP267,PROD_001,2019,W6,30
EMP267,PROD_001,2019,W7,45
EMP267,PROD_001,2019,W8,40
EMP267,PROD_001,2019,W9,29
EMP267,PROD_001,2019,W10,45
EMP267,PROD_001,2019,W11,32
EMP267,PROD_001,2019,W12,37
EMP267,PROD_001,2019,W13,36
EMP267,PROD_001,2019,W14,43
EMP267,PROD_001,2019,W15,36
EMP267,PROD_001,2019,W16,34
EMP267,PROD_001,2019,W17,42
EMP267,PROD_001,2019,W18,50
EMP267,PROD_001,2019,W19,36
EMP267,PROD_001,2019,W20,44
EMP267,PROD_001,2019,W21,31
EMP267,PROD_001,2019,W22,50
EMP267,PROD_001,2019,W23,35
EMP267,PROD_001,2019,W24,26
EMP267,PROD_001,2019,W25,27
EMP267,PROD_001,2019,W26,23
EMP267,PROD_001,2019,W27,32
EMP267,PROD_001,2019,W28,37
EMP267,PROD_001,2019,W29,19
EMP267,PROD_001,2019,W30,40
EMP267,PROD_001,2019,W31,34
EMP267,PROD_001,2019,W32,29
EMP267,PROD_001,2019,W33,38
EMP267,PROD_001,2019,W34,42
EMP267,PROD_001,2019,W35,35
EMP267,PROD_001,2019,W36,28
EMP267,PROD_001,2019,W37,29
EMP267,PROD_001,2019,W38,32
EMP267,PROD_001,2019,W39,29
EMP267,PROD_001,2019,W40,26
EMP267,PROD_001,2019,W41,23
EMP267,PROD_001,2019,W42,32
EMP267,PROD_001,2019,W43,33
EMP267,PROD_001,2019,W44,30
EMP267,PROD_001,2019,W45,44
EMP267,PROD_001,2019,W46,47
EMP267,PROD_001,2019,W47,37
EMP267,PROD_001,2019,W48,18
EMP267,PROD_001,2019,W49,36
EMP267,PROD_001,2019,W50,23
EMP267,PROD_001,2019,W51,25
EMP267,PROD_004,2020,W0,31
EMP267,PROD_004,2020,W1,35
EMP267,PROD_004,2020,W2,36
EMP267,PROD_004,2020,W3,44
EMP267,PROD_004,2020,W4,36
EMP267,PROD_004,2020,W5,38
EMP267,PROD_004,2020,W6,36
EMP267,PROD_004,2020,W7,39
EMP267,PROD_004,2020,W8,47
EMP267,PROD_004,2020,W9,39
EMP267,PROD_004,2020,W10,24
EMP267,PROD_004,2020,W11,29
EMP267,PROD_004,2020,W12,46
EMP267,PROD_004,2020,W13,38
EMP267,PROD_004,2020,W14,34
EMP267,PROD_004,2020,W15,26
EMP267,PROD_004,2020,W16,36
EMP267,PROD_004,2020,W17,41
EMP267,PROD_004,2020,W18,57
EMP267,PROD_004,2020,W19,42
EMP267,PROD_004,2020,W20,46
EMP267,PROD_004,2020,W21,31
EMP267,PROD_004,2020,W22,37
EMP267,PROD_004,2020,W23,40
EMP267,PROD_004,2020,W24,27
EMP267,PROD_004,2020,W25,32
EMP267,PROD_004,2020,W26,23
EMP267,PROD_004,2020,W27,28
EMP267,PROD_004,2020,W28,30
EMP267,PROD_004,2020,W29,28
EMP267,PROD_004,2020,W30,31
EMP267,PROD_004,2020,W31,47
EMP267,PROD_004,2020,W32,30
EMP267,PROD_004,2020,W33,30
EMP267,PROD_004,2020,W34,41
EMP267,PROD_004,2020,W35,25
EMP267,PROD_004,2020,W36,22
EMP267,PROD_004,2020,W37,32
EMP267,PROD_004,2020,W38,29
EMP267,PROD_004,2020,W39,32
EMP267,PROD_004,2020,W40,32
EMP267,PROD_004,2020,W41,42
EMP267,PROD_004,2020,W42,30
EMP267,PROD_004,2020,W43,35
EMP267,PROD_004,2020,W44,32
EMP267,PROD_004,2020,W45,28
EMP267,PROD_004,2020,W46,30
EMP267,PROD_004,2020,W47,41
EMP267,PROD_004,2020,W48,40
EMP267,PROD_004,2020,W49,39
EMP267,PROD_004,2020,W50,38
EMP267,PROD_004,2020,W51,21
EMP267,PROD_004,2019,W0,37
EMP267,PROD_004,2019,W1,28
EMP267,PROD_004,2019,W2,42
EMP267,PROD_004,2019,W3,38
EMP267,PROD_004,2019,W4,37
EMP267,PROD_004,2019,W5,35
EMP267,PROD_004,2019,W6,42
EMP267,PROD_004,2019,W7,36
EMP267,PROD_004,2019,W8,30
EMP267,PROD_004,2019,W9,48
EMP267,PROD_004,2019,W10,28
EMP267,PROD_004,2019,W11,39
EMP267,PROD_004,2019,W12,32
EMP267,PROD_004,2019,W13,44
EMP267,PROD_004,2019,W14,36
EMP267,PROD_004,2019,W15,41
EMP267,PROD_004,2019,W16,35
EMP267,PROD_004,2019,W17,39
EMP267,PROD_004,2019,W18,39
EMP267,PROD_004,2019,W19,48
EMP267,PROD_004,2019,W20,32
EMP267,PROD_004,2019,W21,39
EMP267,PROD_004,2019,W22,35
EMP267,PROD_004,2019,W23,39
EMP267,PROD_004,2019,W24,31
EMP267,PROD_004,2019,W25,35
EMP267,PROD_004,2019,W26,31
EMP267,PROD_004,2019,W27,26
EMP267,PROD_004,2019,W28,29
EMP267,PROD_004,2019,W29,36
EMP267,PROD_004,2019,W30,37
EMP267,PROD_004,2019,W31,27
EMP267,PROD_004,2019,W32,26
EMP267,PROD_004,2019,W33,26
EMP267,PROD_004,2019,W34,33
EMP267,PROD_004,2019,W35,39
EMP267,PROD_004,2019,W36,42
EMP267,PROD_004,2019,W37,28
EMP267,PROD_004,2019,W38,21
EMP267,PROD_004,2019,W39,37
EMP267,PROD_004,2019,W40,32
EMP267,PROD_004,2019,W41,36
EMP267,PROD_004,2019,W42,25
EMP267,PROD_004,2019,W43,49
EMP267,PROD_004,2019,W44,36
EMP267,PROD_004,2019,W45,27
EMP267,PROD_004,2019,W46,33
EMP267,PROD_004,2019,W47,41
EMP267,PROD_004,2019,W48,37
EMP267,PROD_004,2019,W49,22
EMP267,PROD_004,2019,W50,33
EMP267,PROD_004,2019,W51,23
EMP267,PROD_002,2020,W0,19
EMP267,PROD_002,2020,W1,53
EMP267,PROD_002,2020,W2,43
EMP267,PROD_002,2020,W3,41
EMP267,PROD_002,2020,W4,39
EMP267,PROD_002,2020,W5,46
EMP267,PROD_002,2020,W6,45
EMP267,PROD_002,2020,W7,31
EMP267,PROD_002,2020,W8,50
EMP267,PROD_002,2020,W9,46
EMP267,PROD_002,2020,W10,39
EMP267,PROD_002,2020,W11,35
EMP267,PROD_002,2020,W12,38
EMP267,PROD_002,2020,W13,29
EMP267,PROD_002,2020,W14,37
EMP267,PROD_002,2020,W15,28
EMP267,PROD_002,2020,W16,32
EMP267,PROD_002,2020,W17,46
EMP267,PROD_002,2020,W18,49
EMP267,PROD_002,2020,W19,28
EMP267,PROD_002,2020,W20,43
EMP267,PROD_002,2020,W21,42
EMP267,PROD_002,2020,W22,46
EMP267,PROD_002,2020,W23,29
EMP267,PROD_002,2020,W24,35
EMP267,PROD_002,2020,W25,20
EMP267,PROD_002,2020,W26,46
EMP267,PROD_002,2020,W27,27
EMP267,PROD_002,2020,W28,29
EMP267,PROD_002,2020,W29,32
EMP267,PROD_002,2020,W30,16
EMP267,PROD_002,2020,W31,37
EMP267,PROD_002,2020,W32,29
EMP267,PROD_002,2020,W33,27
EMP267,PROD_002,2020,W34,36
EMP267,PROD_002,2020,W35,26
EMP267,PROD_002,2020,W36,30
EMP267,PROD_002,2020,W37,37
EMP267,PROD_002,2020,W38,30
EMP267,PROD_002,2020,W39,31
EMP267,PROD_002,2020,W40,25
EMP267,PROD_002,2020,W41,36
EMP267,PROD_002,2020,W42,35
EMP267,PROD_002,2020,W43,32
EMP267,PROD_002,2020,W44,22
EMP267,PROD_002,2020,W45,36
EMP267,PROD_002,2020,W46,30
EMP267,PROD_002,2020,W47,26
EMP267,PROD_002,2020,W48,31
EMP267,PROD_002,2020,W49,29
EMP267,PROD_002,2020,W50,26
EMP267,PROD_002,2020,W51,15
EMP267,PROD_002,2019,W0,31
EMP267,PROD_002,2019,W1,21
EMP267,PROD_002,2019,W2,28
EMP267,PROD_002,2019,W3,39
EMP267,PROD_002,2019,W4,53
EMP267,PROD_002,2019,W5,39
EMP267,PROD_002,2019,W6,25
EMP267,PROD_002,2019,W7,31
EMP267,PROD_002,2019,W8,43
EMP267,PROD_002,2019,W9,40
EMP267,PROD_002,2019,W10,41
EMP267,PROD_002,2019,W11,43
EMP267,PROD_002,2019,W12,47
EMP267,PROD_002,2019,W13,35
EMP267,PROD_002,2019,W14,36
EMP267,PROD_002,2019,W15,34
EMP267,PROD_002,2019,W16,35
EMP267,PROD_002,2019,W17,40
EMP267,PROD_002,2019,W18,54
EMP267,PROD_002,2019,W19,38
EMP267,PROD_002,2019,W20,34
EMP267,PROD_002,2019,W21,34
EMP267,PROD_002,2019,W22,30
EMP267,PROD_002,2019,W23,44
EMP267,PROD_002,2019,W24,33
EMP267,PROD_002,2019,W25,28
EMP267,PROD_002,2019,W26,22
EMP267,PROD_002,2019,W27,24
EMP267,PROD_002,2019,W28,31
EMP267,PROD_002,2019,W29,21
EMP267,PROD_002,2019,W30,41
EMP267,PROD_002,2019,W31,26
EMP267,PROD_002,2019,W32,30
EMP267,PROD_002,2019,W33,44
EMP267,PROD_002,2019,W34,30
EMP267,PROD_002,2019,W35,20
EMP267,PROD_002,2019,W36,28
EMP267,PROD_002,2019,W37,23
EMP267,PROD_002,2019,W38,42
EMP267,PROD_002,2019,W39,21
EMP267,PROD_002,2019,W40,30
EMP267,PROD_002,2019,W41,30
EMP267,PROD_002,2019,W42,45
EMP267,PROD_002,2019,W43,34
EMP267,PROD_002,2019,W44,28
EMP267,PROD_002,2019,W45,37
EMP267,PROD_002,2019,W46,40
EMP267,PROD_002,2019,W47,30
EMP267,PROD_002,2019,W48,33
EMP267,PROD_002,2019,W49,32
EMP267,PROD_002,2019,W50,33
EMP267,PROD_002,2019,W51,25
EMP267,PROD_005,2020,W0,26
EMP267,PROD_005,2020,W1,43
EMP267,PROD_005,2020,W2,46
EMP267,PROD_005,2020,W3,39
EMP267,PROD_005,2020,W4,41
EMP267,PROD_005,2020,W5,31
EMP267,PROD_005,2020,W6,41
EMP267,PROD_005,2020,W7,35
EMP267,PROD_005,2020,W8,44
EMP267,PROD_005,2020,W9,26
EMP267,PROD_005,2020,W10,48
EMP267,PROD_005,2020,W11,46
EMP267,PROD_005,2020,W12,35
EMP267,PROD_005,2020,W13,38
EMP267,PROD_005,2020,W14,39
EMP267,PROD_005,2020,W15,36
EMP267,PROD_005,2020,W16,38
EMP267,PROD_005,2020,W17,35
EMP267,PROD_005,2020,W18,31
EMP267,PROD_005,2020,W19,41
EMP267,PROD_005,2020,W20,43
EMP267,PROD_005,2020,W21,36
EMP267,PROD_005,2020,W22,44
EMP267,PROD_005,2020,W23,27
EMP267,PROD_005,2020,W24,26
EMP267,PROD_005,2020,W25,20
EMP267,PROD_005,2020,W26,35
EMP267,PROD_005,2020,W27,32
EMP267,PROD_005,2020,W28,19
EMP267,PROD_005,2020,W29,39
EMP267,PROD_005,2020,W30,38
EMP267,PROD_005,2020,W31,33
EMP267,PROD_005,2020,W32,24
EMP267,PROD_005,2020,W33,23
EMP267,PROD_005,2020,W34,35
EMP267,PROD_005,2020,W35,28
EMP267,PROD_005,2020,W36,34
EMP267,PROD_005,2020,W37,27
EMP267,PROD_005,2020,W38,24
EMP267,PROD_005,2020,W39,30
EMP267,PROD_005,2020,W40,36
EMP267,PROD_005,2020,W41,30
EMP267,PROD_005,2020,W42,29
EMP267,PROD_005,2020,W43,22
EMP267,PROD_005,2020,W44,36
EMP267,PROD_005,2020,W45,26
EMP267,PROD_005,2020,W46,33
EMP267,PROD_005,2020,W47,44
EMP267,PROD_005,2020,W48,29
EMP267,PROD_005,2020,W49,36
EMP267,PROD_005,2020,W50,27
EMP267,PROD_005,2020,W51,22
EMP267,PROD_005,2019,W0,32
EMP267,PROD_005,2019,W1,34
EMP267,PROD_005,2019,W2,38
EMP267,PROD_005,2019,W3,41
EMP267,PROD_005,2019,W4,24
EMP267,PROD_005,2019,W5,29
EMP267,PROD_005,2019,W6,34
EMP267,PROD_005,2019,W7,47
EMP267,PROD_005,2019,W8,41
EMP267,PROD_005,2019,W9,42
EMP267,PROD_005,2019,W10,28
EMP267,PROD_005,2019,W11,35
EMP267,PROD_005,2019,W12,26
EMP267,PROD_005,2019,W13,32
EMP267,PROD_005,2019,W14,36
EMP267,PROD_005,2019,W15,41
EMP267,PROD_005,2019,W16,35
EMP267,PROD_005,2019,W17,30
EMP267,PROD_005,2019,W18,47
EMP267,PROD_005,2019,W19,20
EMP267,PROD_005,2019,W20,28
EMP267,PROD_005,2019,W21,48
EMP267,PROD_005,2019,W22,43
EMP267,PROD_005,2019,W23,43
EMP267,PROD_005,2019,W24,42
EMP267,PROD_005,2019,W25,27
EMP267,PROD_005,2019,W26,21
EMP267,PROD_005,2019,W27,24
EMP267,PROD_005,2019,W28,25
EMP267,PROD_005,2019,W29,40
EMP267,PROD_005,2019,W30,38
EMP267,PROD_005,2019,W31,31
EMP267,PROD_005,2019,W32,29
EMP267,PROD_005,2019,W33,29
EMP267,PROD_005,2019,W34,33
EMP267,PROD_005,2019,W35,35
EMP267,PROD_005,2019,W36,33
EMP267,PROD_005,2019,W37,27
EMP267,PROD_005,2019,W38,28
EMP267,PROD_005,2019,W39,25
EMP267,PROD_005,2019,W40,35
EMP267,PROD_005,2019,W41,29
EMP267,PROD_005,2019,W42,33
EMP267,PROD_005,2019,W43,31
EMP267,PROD_005,2019,W44,28
EMP267,PROD_005,2019,W45,34
EMP267,PROD_005,2019,W46,38
EMP267,PROD_005,2019,W47,38
EMP267,PROD_005,2019,W48,31
EMP267,PROD_005,2019,W49,38
EMP267,PROD_005,2019,W50,31
EMP267,PROD_005,2019,W51,31
EMP244,PROD_003,2020,W0,38
EMP244,PROD_003,2020,W1,26
EMP244,PROD_003,2020,W2,37
EMP244,PROD_003,2020,W3,43
EMP244,PROD_003,2020,W4,51
EMP244,PROD_003,2020,W5,39
